Comment,Time,Polarity,Sentiment,Subjectivity,Offensive?,Emotion
"'https://www.youtube.com/watch?v=8AHCfZTRGiI't=1m27s"">1:27' I will let you down.","2022-04-25
21:14:55",-0.15555555555555559,negative,0.2888888888888889,No,neutral
"Amazing, just amazing","2022-04-25
20:32:41",0.8225,positive,0.9,No,admiration
9 inch nails did it better,"2022-04-25
19:24:31",0.4404,positive,0.5,Yes,neutral
"The emotion always hits at 'https://www.youtube.com/watch?v=8AHCfZTRGiI't=2m29s"">2:29' for me.  Every time.","2022-04-25
18:42:53",0.0,neutral,0.0,No,neutral
"About as good as it gets, folks.","2022-04-25
17:26:23",0.4404,positive,0.6000000000000001,No,neutral
"Listen to this on a workout or run and you will remember why you are there, and you can bring out the part of your soul that fears  this type of pain.","2022-04-25
16:56:53",-0.7269,negative,0.0,Yes,fear
YOU DON'T KNOW WHAT HURT IS JANINE DREW AKA DREW DREW UNTIL YOU HAVE SOMEONE TAKING YOU TO COURT FOR DEFENDING YOURSELF I KNOW YOU WERE WITH NORA ELLA CARRIZALES THE WHOLE TIME YOUR A LIAR AND YOUR NOT MY SOULMATE YOUR A KARMIC MASCULINE A FALSE TWIN FLAME I SPEAK THE TRUTH 💯,"2022-04-25
16:12:08",-0.3335,negative,0.4333333333333333,Yes,disapproval
We both loved Johnny.'Love and miss you with all my heart Sam.'Gone too soon at age 30; so young - but you introduced me to this song ❤️ Music was our life. Keep making yours up in heaven please. Rest in peace ' love.'1991-2021'2 legends 🙏💝🌹😘,"2022-04-25
15:01:49",0.9806,positive,0.6,Yes,admiration
This song breaks my heart,"2022-04-25
08:55:27",0.6369,positive,0.0,No,neutral
It's nice♥️,"2022-04-25
06:23:19",0.7906,positive,0.0,No,admiration
"'Kisssss, For Santey Claus'","2022-04-25
06:01:40",0.0,neutral,0.0,No,excitement
'It Takes A Man To Be A Man''- It's In The Bible,"2022-04-25
05:59:18",0.0,neutral,0.0,No,neutral
i honor you johnny cash,"2022-04-25
05:37:42",0.4939,positive,0.0,No,curiosity
"Shout out to the original song creator, Trent Reznor of Nine Inch Nails.","2022-04-25
03:56:46",0.3182,positive,0.75,Yes,neutral
"This shit makes me cry, I’ll admit it. Miss you Johnny Cash. This shit has me reflecting","2022-04-25
03:25:28",-0.8945,negative,0.8,Yes,neutral
never liked his songs but this song hits,"2022-04-25
02:21:15",-0.1695,negative,0.8,No,neutral
This is special. This is history. Learn something yall,"2022-04-25
01:02:53",0.4019,positive,0.5714285714285714,Yes,fear
I am from Jordan middle east'And i cry when i see this video'I Love you Johnny cach,"2022-04-24
22:41:13",0.2732,positive,0.3,No,anger
I feel like that,"2022-04-24
22:17:08",0.3612,positive,0.0,No,neutral
Absolutely beautiful my friend...,"2022-04-24
16:12:07",0.8251,positive,1.0,Yes,admiration
"Today's country music cannot do what's been done in days gone past , not even close. RIP Johnny .","2022-04-24
16:02:38",-0.25,negative,0.25,No,neutral
Its funny that this is like the 7th video if you search 'stubbed toe blues'...my sides.,"2022-04-24
14:13:44",0.6597,positive,1.0,Yes,amusement
Wow. One of the most touching swan songs I've heard.,"2022-04-24
14:13:12",0.5859,positive,0.6666666666666666,No,surprise
"The pure sadness in this version is so different than the pure sadness in the original song by NIN…and yet still very comparable. We all have different interpretations of this song, but we all still feel the same way. That, in itself, is powerful.","2022-04-24
12:37:07",0.3506,positive,0.546875,No,caring
This video is the epitome of my biggest fear. Growing old and watching my family and life long friends pass before me 😔,"2022-04-24
11:27:58",0.2263,positive,0.30000000000000004,Yes,neutral
'If I could start again'A million miles away'I would keep myself'I would find a way',"2022-04-24
10:56:51",0.0,neutral,0.0,Yes,confusion
Johnny Cash is singin with the Lord now. 'Along with Elvis. Rip 2 good men...,"2022-04-24
10:22:47",0.4404,positive,0.6000000000000001,Yes,admiration
She took the kids,"2022-04-24
09:28:52",0.0,neutral,0.0,No,neutral
I was today years old when I found out this song was originally a Nine Inch Nails song,"2022-04-24
07:34:24",0.2375,positive,0.475,Yes,neutral
I love that man,"2022-04-24
06:35:15",0.6369,positive,0.6,No,love
Ty nine inch nails for letting jonny cash do this song,"2022-04-24
05:11:03",0.3818,positive,0.0,Yes,anger
"Oddly enough, I have Rick and Morty to thank for eventually leading me to this version of the song. It really struck a cord with me and I’ve been listening to it ever since.","2022-04-24
04:17:58",0.0534,positive,0.35,No,gratitude
I like it,"2022-04-24
03:00:30",0.3612,positive,0.0,No,love
I cry ever time I hear this song and see his wife looking at him .😔,"2022-04-24
01:35:19",-0.4215,negative,0.0,No,neutral
Hi this is Kathy Aguilar Carrillo Diaz Linares,"2022-04-24
00:57:10",0.0,neutral,0.0,No,neutral
substantive choice for sovereign God federal president and commander in chief of divine hegemony,"2022-04-23
22:25:05",0.6908,positive,0.0,No,disapproval
"Just watching June looking at him is very deep, great man lost","2022-04-23
21:09:58",0.4728,positive,0.635,Yes,disappointment
"The way June looks at him with so much love, man that's deep and gets me every time","2022-04-23
20:23:39",0.6682,positive,0.5,Yes,admiration
This song is a religious experience.,"2022-04-23
19:39:55",0.0,neutral,0.25,No,optimism
"Hoje eu chorei ouvindo ela e vendo ese vídeo tanta emoção vem a tona! que letra! ''- LETRA TRADUZIDA PRO BR'💛💚🖤' Hurt -  Machucado'''Eu me machuquei hoje''Para ver se eu ainda sinto''Eu me concentro na dor''A única coisa que é real'-'''A agulha abre um buraco''A velha picada familiar''Tento eliminar tudo isso''Mas eu me lembro de tudo'-''O que eu me tornara''Meu mais doce amigo?''Todos que eu conheço''vão embora no final'-''E você poderia ter tudo isto''Meu império de sujeira''Eu vou desapontá-lo''Eu vou fazê-lo sofrer'_''Eu uso esta coroa de espinhos''Sobre meu trono de mentiras''Cheio de pensamentos quebrados''Os quais não posso consertar'_''Sob as manchas do tempo''Os sentimentos desaparecem''Você é outro alguém''Eu ainda estou bem aqui'_''O que eu me tornara''Meu mais doce amigo?''Todos que eu conheço''vão embora no final'-''E você poderia ter tudo isto''Meu império de sujeira''Eu vou desapontá-lo''Eu vou fazê-lo sofrer'_''Se eu pudesse recomeçar''Milhões de milhas daqui''Eu me manteria''Eu acharia um caminho.'-'Fé, Dias melhores virão!♥","2022-04-23
16:47:00",0.9049,positive,0.7,Yes,sadness
Powerful \m/,"2022-04-23
14:05:46",0.4215,positive,1.0,No,admiration
Jonny is the best all the way to the end.❤❤❤,"2022-04-23
10:37:13",0.9571,positive,0.3,Yes,neutral
"Esta va para mi tío una de las personas que mas ame y que hoy me hace falta , cada vez que hablaba el me hacia reír y siempre tenia un humor hermoso y hoy me queda su vos en mi recuerdo , te quiero tío nos volveremos a ver en algún momento","2022-04-23
03:59:16",0.2732,positive,0.0,No,excitement
Heard this song for the first time today. It was also the first time I actually wept uncontrollably in 24 years. The last time was when I knew my Grandmother was going to die.,"2022-04-23
03:32:26",-0.8555,negative,0.20833333333333331,Yes,neutral
"Total, absolute complete masterpiece.","2022-04-23
03:19:14",0.6557,positive,0.6833333333333332,No,neutral
Palmeiras não tem Mundial,"2022-04-23
02:41:38",0.0,neutral,0.0,No,neutral
This song made me cry just because of how good and beautiful it is. You are amazing Johnny,"2022-04-23
02:17:48",0.8176,positive,0.8333333333333334,No,admiration
This is exactly how I want to die.,"2022-04-22
23:25:52",-0.5574,negative,0.25,No,anger
"I love his cover of this song ♡♡♡'He's one of my 3 favourite artists, the other 2 being Bob Marley ' Eminem :)","2022-04-22
22:10:42",0.802,positive,0.6583333333333333,No,love
Probably the best video in the world. Especially if you know the back stories.,"2022-04-22
21:40:11",0.6369,positive,0.43333333333333335,Yes,admiration
gotta be one of the worst covers ever,"2022-04-22
15:59:50",-0.6249,negative,1.0,No,anger
Am crying Just love love,"2022-04-22
14:22:00",0.743,positive,0.6,No,anger
The first time i heard this song was on the movie The Hangover part 3 because of Mr. Chow,"2022-04-22
13:47:56",0.25,positive,0.3333333333333333,Yes,disappointment
"Love you, Johnnie. I pray we see each other in the Kingdom. May Our Lord Jesus Christ Exalt Us.","2022-04-22
12:52:10",0.7579,positive,0.4875,No,love
"Can’t believe he wrote this just for Rick ' Morty, so inspirational","2022-04-22
08:59:46",0.6418,positive,1.0,No,neutral
HOLY GHOST ADOPTED SON OF GOD. PRAISE GOD. HUSBANDMAN TELL THE BRIDE. WHO HEARS THE VOICE CALLING OUT FROM THE DESERT LOL.,"2022-04-22
08:23:52",0.8074,positive,0.7,No,amusement
I really do remember everything.,"2022-04-22
08:11:42",0.2,positive,0.2,No,neutral
This song is meant to be shared 🍆🐂🦋,"2022-04-22
05:19:09",0.34,positive,0.0,No,approval
Trent Reznor was so moved by this cover that when he saw the video he was in tears. Even went on to declare the song is no longer his…It’s remarkable when you think that Trent was in his 20’s when he wrote this song and when Cash sings the lyrics it 100% sounds like it was written by a man who was talking about the sadness/hurt/regret while at the end stage of his life. It was so fitting and so well done it’s hard to even consider this a cover. I can see why Trent said the song is no longer his.,"2022-04-22
04:59:58",0.1027,positive,0.5972222222222222,No,neutral
R.I.P Johnny never forgotten Legend,"2022-04-22
04:14:58",0.1695,positive,0.0,Yes,neutral
i love that lyric at 1.40 something,"2022-04-22
03:31:29",0.6369,positive,0.625,No,love
"I did not appreciate him nearly enough when he was alive, but in a way he's still here. His artistic contributions to the world will never die","2022-04-22
03:14:00",0.6586,positive,0.6333333333333333,Yes,admiration
"I never have time to cope. To cope with my losses, my near loss of my father, my now inevitable losing of my grandfather from his cancer, the drift apart of my oldest friends, my own struggles in life currently, it’s all so..  overwhelming. I can’t do anything about it. And most my family doesn’t understand. I stand alone. This allows some small moments to cope. If just for a few minutes.. I can find some comfort in my life of pain.","2022-04-22
03:07:42",-0.9217,negative,0.6,Yes,neutral
damn.,"2022-04-22
02:12:17",-0.4019,negative,0.0,No,neutral
Every stab of that piano is like a machete ripping into my soul,"2022-04-22
01:27:00",-0.3182,negative,0.0,Yes,love
God is singing this to all of you but through cash,"2022-04-22
01:26:23",0.1406,positive,0.0,No,curiosity
I say fuck system!,"2022-04-22
00:57:03",-0.5848,negative,0.6,Yes,anger
"We in Lithuania didnt had even a slight of what hes showing, my bos deserve that, but different system, different rules, we had no chance...","2022-04-22
00:55:59",-0.2755,negative,0.45555555555555555,No,approval
I just find it so random and amazing at the same time that a guy like Cash covered a NIN song.,"2022-04-21
23:16:02",0.7624,positive,0.5083333333333333,No,admiration
This is what I’ll play at my funeral when I inevitably kill myself.,"2022-04-21
23:05:14",-0.7003,negative,1.0,Yes,anger
Chorei ouvindo a tradução.,"2022-04-21
21:55:48",0.0,neutral,0.0,No,neutral
"His cover is special along with the music video. When he is pouring out the wine starring at the camera and saying 'my empire of dirt' is one of parts that sticks out to me and with the addition of the preceding lyrics shortly after. 'Its like even with all his fame and money in his 'glory days', what does he have to show for it. Some (many) regret maybe. His empire of dirt fades, but the Kingdom he soon is going to be part of is eternally glorious and unfading. He was a broken man who had many faults, like the rest of us, but in the very end, he is redeemed and made whole in Christ. None of us deserve it, yet Jesus gives it freely to those who ask and have faith.","2022-04-21
18:02:08",0.9294,positive,0.4714285714285714,Yes,admiration
Too last then. Oh,"2022-04-21
13:10:00",0.0,neutral,0.06666666666666667,Yes,neutral
Ever think that the needle is being euthanized? Only a few states allow that I guess... Hopefully God doesn't judge that too harshly,"2022-04-21
05:47:40",0.6908,positive,0.6,No,optimism
My absolute favorite Johnny Cash piece.,"2022-04-21
05:40:51",0.4588,positive,0.95,No,love
His eyes tell such a story,"2022-04-21
03:46:39",0.0,neutral,0.5,No,neutral
Rip😔,"2022-04-21
00:25:28",0.0772,positive,0.0,No,neutral
I miss this man. I was born in the wrong generation for music. Iconic. And his music will live on forever,"2022-04-20
23:49:19",-0.5719,negative,0.6333333333333333,No,sadness
Trent was 21 when he wrote this,"2022-04-20
23:33:43",0.0,neutral,0.0,No,neutral
legenda. from russia with love,"2022-04-20
22:49:21",0.6369,positive,0.6,No,love
Never be another johnny cash,"2022-04-20
21:45:22",0.0,neutral,0.0,No,neutral
This song always reminds you ...don't waste your here in earth if you want something always try.....,"2022-04-20
20:33:41",0.3883,positive,0.0,No,neutral
Pure feeling and poetry from this adult and cultivated voice. I love Johnny Cash!,"2022-04-20
17:48:18",0.7177,positive,0.4666666666666666,No,admiration
Hell yeah Cash!!  Rest in peace Legend,"2022-04-20
15:18:11",0.1739,positive,0.0,Yes,amusement
Near the end maybe Cash was coming to terms with his character defects....'I know it ain't easy-,"2022-04-20
13:40:59",-0.3412,negative,0.6166666666666667,Yes,neutral
Logan,"2022-04-20
13:25:55",0.0,neutral,0.0,No,neutral
He got better and better as he aged,"2022-04-20
11:21:24",0.7003,positive,0.4666666666666666,No,neutral
"Listen to this song daily lately, my wife took her own life and I’m left with 2 kids under 6 in shambles, this song makes me feel normal","2022-04-20
09:43:00",0.09,positive,0.45,No,fear
You want to bet yourself sir. Just step out side of the road. Watch other people might move. Life more where we want to our not. You take a responsibility that was not your. Ha. You want her to have sympathy for you. Hurt why I only question left,"2022-04-20
08:43:48",0.0679,positive,0.46875,No,caring
More meaning in this song than every song the las decade on ma,"2022-04-20
05:15:26",0.5,positive,0.5,No,neutral
No matter how much I wanna believe Toby Keith is the best country singer ever it’s just not true beucase of this man. He is the greatest country singer of all time and no one will ever be able to take that from him,"2022-04-20
03:05:59",0.6998,positive,0.5549999999999999,No,admiration
"I'm not crying, you're crying!","2022-04-20
02:21:54",0.6597,positive,0.6,No,neutral
I wonder why him and his his first wife divorced? Why didn’t he leave his girls anything and gave it all to his son?,"2022-04-20
01:14:16",-0.1431,negative,0.3333333333333333,Yes,curiosity
"I've always connected with the line: 'But I remember everything.' Not sure why, but no matter whether it's Johnny's or Trent's version, that line resonates deeply with me. I remember the wounds no matter what I do. Brilliant","2022-04-20
00:53:35",0.5477,positive,0.762962962962963,No,approval
Shit i came here cuz of logan’s trailer an damn this song goes way deeper than i thought,"2022-04-19
23:06:17",-0.743,negative,0.8,No,neutral
"Du Katharina, bist meine Tochter.'Anastowa, alles gut. Du bist wunderschön, die Schönste Frau der Welt.'Ich liebe Dich.","2022-04-19
22:46:39",-0.5994,negative,0.0,No,neutral
You feel this song as opposed to hearing it. It's as though it plays from within your very core. His voice was truly unique. So effortless. The word legend is too often applied to the most average of stars. Johnny simply was the truest of legends.,"2022-04-19
19:29:30",0.7783,positive,0.5114285714285715,Yes,anger
This is a testament that a great song works in any genre or style.,"2022-04-19
19:09:45",0.6249,positive,0.75,No,admiration
Wow harika.,"2022-04-19
18:32:46",0.5859,positive,1.0,No,surprise
I dont think its possible to not cry while listening to this cover.,"2022-04-19
17:24:55",0.3724,positive,1.0,No,sadness
It still gives me joy to know that Mr. Cash really like NIN! This was such a perfect song for him and worked so well! Such a painful song.,"2022-04-19
17:13:15",0.8938,positive,0.5499999999999999,Yes,sadness
Forever 💔❤,"2022-04-19
14:21:29",0.743,positive,0.0,No,neutral
"Johnny seems to have given it the life it needed. Yes, Trent was born to write it and Johnny to sing it. Goosebumps!!","2022-04-19
08:53:48",0.508,positive,0.0,No,neutral
Wow what a legend,"2022-04-19
08:41:08",0.5859,positive,1.0,Yes,surprise
Highway pub tuira oulu finnland,"2022-04-19
07:41:14",0.0,neutral,0.0,No,neutral
<del>Lyrics</del>''I hurt myself today'To see if I still feel'I focus on the pain'The only thing that's real''The needle tears a hole'The old familiar sting'Try to kill it all away'But I remember everything''What have I become?'My sweetest friend'Everyone I know goes away'In the end''And you could have it all'My empire of dirt'I will let you down'I will make you hurt''I wear this crown of thorns'Upon my liar's chair'Full of broken thoughts'I cannot repair''Beneath the stains of time'The feelings disappear'You are someone else'I'm still right here''What have I become?'My sweetest friend'Everyone I know goes away'In the end''And you could have it all'My empire of dirt'I will let you down'I will make you hurt''If I could start again'A million miles away'I would keep myself'I would find a way,"2022-04-19
07:13:10",-0.9254,negative,0.4514991181657848,Yes,admiration
"Every time I hear this song now I think of Johnny Cash. Man who lived a full life. There was sin and there was sorrow. There was happiness and joy. He experienced moments that we can possibly imagine..... And then the last month of his life and his wife's life they chose to record the song and make this video. I know they had to have known they were nearing the end. Not just for themselves but there's a couple because that's the kind of love they had. I like to think that they did it to let everyone know no matter how much you feel like you have screwed up,  no matter how much you feel like you owe a debt, and no matter how much you feel like a sinner... There is a place for all of us and whatever comes after.'I don't particularly give a damn who you believe comes in the here after but there's a place for it all of us. Some of us just have more lessons to learn than others. But that doesn't make our lives any less beautiful. In fact maybe it makes it more beautiful because we have to work for it. This man, his wife and so many more of us have to work harder for it. But we are all worthy.","2022-04-19
05:11:14",0.9729,positive,0.4960317460317461,Yes,admiration
I hurt myself today'To see if I still feel'I focus on the pain'The only thing that's real'The needle tears a hole'The old familiar sting'Try to kill it all away'But I remember everything'What have I become?'My sweetest friend'Everyone I know goes away'In the end'And you could have it all'My empire of dirt'I will let you down'I will make you hurt'I wear this crown of thorns'Upon my liar's chair'Full of broken thoughts'I cannot repair'Beneath the stains of time'The feelings disappear'You are someone else'I'm still right here'What have I become?'My sweetest friend'Everyone I know goes away'In the end'And you could have it all'My empire of dirt'I will let you down'I will make you hurt'If I could start again'A million miles away'I would keep myself'I would find a way,"2022-04-19
04:03:17",-0.9254,negative,0.4514991181657848,Yes,admiration
"This isn’t a cover, it’s a goddamn warning. The advice of dying man has more emotion than a mere song.","2022-04-19
03:15:39",-0.6705,negative,0.5,No,anger
Rip X †Logan,"2022-04-19
02:11:33",0.0,neutral,0.0,No,neutral
"Know the song well, but it's the first time I'm watching the video... just... just wow.","2022-04-19
02:11:06",0.775,positive,0.6666666666666666,Yes,admiration
This to those who steal my light.,"2022-04-18
21:30:36",-0.4939,negative,0.7,No,neutral
"Credit to Trent , remember it","2022-04-18
21:00:30",0.3818,positive,0.0,Yes,realization
Rest in peace Johnny cash,"2022-04-18
18:41:37",0.5423,positive,0.0,Yes,neutral
Je ne me lasse pas de cette chanson.,"2022-04-18
18:29:49",0.0,neutral,0.0,No,neutral
Why do I love this song so much?,"2022-04-18
14:03:40",0.6369,positive,0.4,No,love
"Great career, great man.","2022-04-18
13:51:17",0.8481,positive,0.75,No,admiration
He is right she is her own person and thier no blame devorce today,"2022-04-18
10:37:38",0.2584,positive,0.7678571428571428,No,neutral
This song is bitter sweet,"2022-04-18
08:46:25",0.0516,positive,0.575,No,admiration
Hopefully we all get to smoke one last cigarette before we have to go… RUP Johnny Bravo,"2022-04-18
07:01:23",0.4019,positive,0.06666666666666667,No,optimism
Holy Crumoli  !!!     153 million views !!!,"2022-04-18
05:58:58",0.0,neutral,0.0,No,neutral
"No matter what vices he suffered, as human as he was, he was always pure in his music.","2022-04-18
05:27:55",-0.5063,negative,0.3,No,neutral
Love,"2022-04-18
05:08:32",0.6369,positive,0.6,No,love
Rest In Peace to a true legend.,"2022-04-18
04:23:50",0.743,positive,0.65,Yes,neutral
Absolute tune my funeral song,"2022-04-18
04:11:41",-0.3612,negative,0.9,No,neutral
That's it. I'm covering this song. I don't care if it's the last damn thing I do. One day.,"2022-04-18
02:01:44",-0.6517,negative,0.06666666666666667,Yes,neutral
"Wow, just wow 😮","2022-04-18
01:58:47",0.8225,positive,1.0,Yes,surprise
Keep it,"2022-04-18
01:04:00",0.0,neutral,0.0,No,neutral
Toll,"2022-04-18
00:03:10",0.0,neutral,0.0,No,neutral
CUDO!,"2022-04-17
21:55:49",0.0,neutral,0.0,No,neutral
Crying right now so hard....,"2022-04-17
20:56:42",-0.608,negative,0.559126984126984,No,sadness
"He took a good song, made it his own by revealing its soul that’s deeper than an ocean.","2022-04-17
20:40:44",0.4404,positive,0.8,No,admiration
Not very often that a remake is better than the original but in this case there is no doubt.,"2022-04-17
17:13:36",0.6445,positive,0.5166666666666667,Yes,neutral
Best song ever. Regards from Hamburg Germany,"2022-04-17
16:13:24",0.6369,positive,0.3,No,admiration
the hangover part 3,"2022-04-17
15:23:33",0.0,neutral,0.0,No,neutral
"I never really listened to this song for some reason, but after doing so just now... Man, this song hits on a really deep level where even i get emotionally upset which isn't easy for me since i always have trouble with bringing out my emotions.. It only happens when something really sad happens in front of me or when a song like this is being played..","2022-04-17
14:58:20",-0.8518,negative,0.6119047619047618,No,neutral
"If you can watch/listen to this and not cry, you have accepted your fate....your near future- relating to Cash's broad application to life of these words vs the specific meaning of Trent's original composure.","2022-04-17
07:43:44",0.7144,positive,0.34249999999999997,No,neutral
WOW.,"2022-04-17
06:50:46",0.5859,positive,1.0,No,surprise
"Why did Greece occupy all the islands located next to Turkey? 'https://youtu.be/ZWRIZCTtt04"">https://youtu.be/ZWRIZCTtt04'","2022-04-17
05:15:57",0.0,neutral,0.0,No,neutral
Powerful Song,"2022-04-17
04:07:59",0.4215,positive,1.0,No,admiration
excelente músico,"2022-04-17
04:01:20",0.0,neutral,0.0,No,neutral
What a legend. Such a strong message. What a way to go out. RIP Johnny,"2022-04-17
03:50:45",0.5106,positive,0.6166666666666667,Yes,neutral
Fifty years of watching NOW REQUIRES YEARS OF ACTION WAKENING,"2022-04-17
03:21:02",0.1,positive,0.1,No,neutral
"'everyone i know, goes away in the end' that hits different since my final years of Highschool all my friends basically left and i was alone. ''I love this song and Johnny Cash's music.","2022-04-17
03:07:58",0.743,positive,0.55,Yes,love
"Little did I know, this originally is a Nine Inch Nails song the first time I heard this. I just assumed Johnny Cash wrote it himself because the lyrics sound so much like his life, the painful and tragic parts anyway. R.I.P. Mr. Cash","2022-04-17
01:26:22",-0.4804,negative,0.5476190476190477,Yes,sadness
This was one of the healthiest cries I've had in a while. Not one of anger or sadness but of understanding and acknowledgement of self. I ain't shit but I'm also AMAZING simultaneously 🖤,"2022-04-17
00:58:00",0.953,positive,0.6333333333333333,No,admiration
Rick Rubin gave Cash a set of songs to choose from on a burned cd. NIN's Hurt was track 1.  Cash couldn't choose one so Rubin told him to listen to Hurt again. Cash agreed and that's that. Great decision by Rubin to push him in this direction. Super well made and Cash delivers it perfectly.,"2022-04-16
23:58:01",0.8176,positive,0.8055555555555555,Yes,curiosity
I Love Amerika i am Germany man and Love Amerika For ever and thank you For ever 💓👍💯,"2022-04-16
23:43:52",0.9678,positive,0.6,No,gratitude
Speechless,"2022-04-16
22:03:19",0.0,neutral,0.0,No,neutral
Heartbreaking,"2022-04-16
21:06:08",-0.4588,negative,0.0,No,neutral
i heard the song then seached him up and when i saw he was dead i started to cry,"2022-04-16
19:50:19",-0.8126,negative,0.4,No,sadness
it is literally impossible not to cry to this,"2022-04-16
19:50:18",0.3724,positive,1.0,No,neutral
Legend!,"2022-04-16
19:18:42",0.0,neutral,0.0,No,admiration
This become his song even nine inch nails said it,"2022-04-16
17:01:24",0.0,neutral,0.0,Yes,neutral
I cry every time,"2022-04-16
16:38:53",-0.4767,negative,0.0,No,neutral
"Thank you, Trent Reznor, for writing this beautiful song. Thank you, Johnny, for making it immortal.","2022-04-16
15:02:47",0.8916,positive,1.0,No,admiration
НЕ сдался 'МОЛОДЕЦ!!!!,"2022-04-16
14:00:33",0.0,neutral,0.0,No,neutral
almost all good musicians are passed away... we have to live with these mainstream 'artists' from nowadays... shame,"2022-04-16
14:00:32",-0.1226,negative,0.55,No,admiration
"Just give me the a Weekend, I got to unpack my mountain climbing gear ☮️🦋☯️😉👅🖕lol","2022-04-16
13:14:09",0.5423,positive,0.0,Yes,amusement
Rip Johnny cash we will still love your song,"2022-04-16
11:07:49",0.6369,positive,0.6,No,love
Bittersweet but beautiful and honest,"2022-04-16
08:12:20",0.8922,positive,0.95,No,admiration
"The moment of my death, this song play  in my mind","2022-04-16
07:24:42",-0.3612,negative,0.0,No,neutral
Anytime you hear somebody say they don't like country music. Play them this song.,"2022-04-16
06:34:33",0.0747,positive,0.0,No,approval
I'm sooo sad that you sold your soul!,"2022-04-16
02:32:25",-0.5255,negative,1.0,Yes,sadness
This is a powerful song,"2022-04-16
02:29:39",0.4215,positive,1.0,No,admiration
"Anytime I am asked what kinds of music I like, I typically say anything but Country. Johnny Cash being the big exception. He can make me reflect on memories that aren't even mine.","2022-04-16
01:55:53",0.1901,positive,0.3,Yes,approval
Sorry words of a weak man.,"2022-04-16
01:46:48",-0.4939,negative,0.8125,No,remorse
PRAY FOR UKRAINE,"2022-04-16
00:27:15",0.3182,positive,0.0,No,neutral
Johnny saved the best till last. A very moving masterpiece. RIP Johnny.,"2022-04-15
23:38:59",0.9077,positive,0.2222222222222222,Yes,admiration
This is the best version of this song. It feel more powerful given the sheer amount of mourning most elderly have been through.,"2022-04-15
23:35:25",0.659,positive,0.61,No,annoyance
'This song belongs to Johnny Cash ' Trent Reznor.,"2022-04-15
22:40:06",0.0,neutral,0.0,No,curiosity
"The look on his wifes face at 2.37, heartbreaking","2022-04-15
21:54:47",-0.4588,negative,0.0,Yes,neutral
