Comment,Time,Polarity,Sentiment,Subjectivity,Offensive?,Emotion
"'https://www.youtube.com/watch?v=8AHCfZTRGiI't=1m27s"">1:27' I will let you down.","2022-04-25
21:14:55",-0.15555555555555559,negative,0.2888888888888889,No,neutral
"Amazing, just amazing","2022-04-25
20:32:41",0.8225,positive,0.9,No,admiration
9 inch nails did it better,"2022-04-25
19:24:31",0.4404,positive,0.5,Yes,neutral
"The emotion always hits at 'https://www.youtube.com/watch?v=8AHCfZTRGiI't=2m29s"">2:29' for me.  Every time.","2022-04-25
18:42:53",0.0,neutral,0.0,No,neutral
"About as good as it gets, folks.","2022-04-25
17:26:23",0.4404,positive,0.6000000000000001,No,neutral
"Listen to this on a workout or run and you will remember why you are there, and you can bring out the part of your soul that fears  this type of pain.","2022-04-25
16:56:53",-0.7269,negative,0.0,Yes,fear
YOU DON'T KNOW WHAT HURT IS JANINE DREW AKA DREW DREW UNTIL YOU HAVE SOMEONE TAKING YOU TO COURT FOR DEFENDING YOURSELF I KNOW YOU WERE WITH NORA ELLA CARRIZALES THE WHOLE TIME YOUR A LIAR AND YOUR NOT MY SOULMATE YOUR A KARMIC MASCULINE A FALSE TWIN FLAME I SPEAK THE TRUTH 💯,"2022-04-25
16:12:08",-0.3335,negative,0.4333333333333333,Yes,disapproval
We both loved Johnny.'Love and miss you with all my heart Sam.'Gone too soon at age 30; so young - but you introduced me to this song ❤️ Music was our life. Keep making yours up in heaven please. Rest in peace ' love.'1991-2021'2 legends 🙏💝🌹😘,"2022-04-25
15:01:49",0.9806,positive,0.6,Yes,admiration
This song breaks my heart,"2022-04-25
08:55:27",0.6369,positive,0.0,No,neutral
It's nice♥️,"2022-04-25
06:23:19",0.7906,positive,0.0,No,admiration
"'Kisssss, For Santey Claus'","2022-04-25
06:01:40",0.0,neutral,0.0,No,excitement
'It Takes A Man To Be A Man''- It's In The Bible,"2022-04-25
05:59:18",0.0,neutral,0.0,No,neutral
i honor you johnny cash,"2022-04-25
05:37:42",0.4939,positive,0.0,No,curiosity
"Shout out to the original song creator, Trent Reznor of Nine Inch Nails.","2022-04-25
03:56:46",0.3182,positive,0.75,Yes,neutral
"This shit makes me cry, I’ll admit it. Miss you Johnny Cash. This shit has me reflecting","2022-04-25
03:25:28",-0.8945,negative,0.8,Yes,neutral
never liked his songs but this song hits,"2022-04-25
02:21:15",-0.1695,negative,0.8,No,neutral
This is special. This is history. Learn something yall,"2022-04-25
01:02:53",0.4019,positive,0.5714285714285714,Yes,fear
I am from Jordan middle east'And i cry when i see this video'I Love you Johnny cach,"2022-04-24
22:41:13",0.2732,positive,0.3,No,anger
I feel like that,"2022-04-24
22:17:08",0.3612,positive,0.0,No,neutral
Absolutely beautiful my friend...,"2022-04-24
16:12:07",0.8251,positive,1.0,Yes,admiration
"Today's country music cannot do what's been done in days gone past , not even close. RIP Johnny .","2022-04-24
16:02:38",-0.25,negative,0.25,No,neutral
Its funny that this is like the 7th video if you search 'stubbed toe blues'...my sides.,"2022-04-24
14:13:44",0.6597,positive,1.0,Yes,amusement
Wow. One of the most touching swan songs I've heard.,"2022-04-24
14:13:12",0.5859,positive,0.6666666666666666,No,surprise
"The pure sadness in this version is so different than the pure sadness in the original song by NIN…and yet still very comparable. We all have different interpretations of this song, but we all still feel the same way. That, in itself, is powerful.","2022-04-24
12:37:07",0.3506,positive,0.546875,No,caring
This video is the epitome of my biggest fear. Growing old and watching my family and life long friends pass before me 😔,"2022-04-24
11:27:58",0.2263,positive,0.30000000000000004,Yes,neutral
'If I could start again'A million miles away'I would keep myself'I would find a way',"2022-04-24
10:56:51",0.0,neutral,0.0,Yes,confusion
Johnny Cash is singin with the Lord now. 'Along with Elvis. Rip 2 good men...,"2022-04-24
10:22:47",0.4404,positive,0.6000000000000001,Yes,admiration
She took the kids,"2022-04-24
09:28:52",0.0,neutral,0.0,No,neutral
I was today years old when I found out this song was originally a Nine Inch Nails song,"2022-04-24
07:34:24",0.2375,positive,0.475,Yes,neutral
I love that man,"2022-04-24
06:35:15",0.6369,positive,0.6,No,love
Ty nine inch nails for letting jonny cash do this song,"2022-04-24
05:11:03",0.3818,positive,0.0,Yes,anger
"Oddly enough, I have Rick and Morty to thank for eventually leading me to this version of the song. It really struck a cord with me and I’ve been listening to it ever since.","2022-04-24
04:17:58",0.0534,positive,0.35,No,gratitude
I like it,"2022-04-24
03:00:30",0.3612,positive,0.0,No,love
I cry ever time I hear this song and see his wife looking at him .😔,"2022-04-24
01:35:19",-0.4215,negative,0.0,No,neutral
Hi this is Kathy Aguilar Carrillo Diaz Linares,"2022-04-24
00:57:10",0.0,neutral,0.0,No,neutral
substantive choice for sovereign God federal president and commander in chief of divine hegemony,"2022-04-23
22:25:05",0.6908,positive,0.0,No,disapproval
"Just watching June looking at him is very deep, great man lost","2022-04-23
21:09:58",0.4728,positive,0.635,Yes,disappointment
"The way June looks at him with so much love, man that's deep and gets me every time","2022-04-23
20:23:39",0.6682,positive,0.5,Yes,admiration
This song is a religious experience.,"2022-04-23
19:39:55",0.0,neutral,0.25,No,optimism
"Hoje eu chorei ouvindo ela e vendo ese vídeo tanta emoção vem a tona! que letra! ''- LETRA TRADUZIDA PRO BR'💛💚🖤' Hurt -  Machucado'''Eu me machuquei hoje''Para ver se eu ainda sinto''Eu me concentro na dor''A única coisa que é real'-'''A agulha abre um buraco''A velha picada familiar''Tento eliminar tudo isso''Mas eu me lembro de tudo'-''O que eu me tornara''Meu mais doce amigo?''Todos que eu conheço''vão embora no final'-''E você poderia ter tudo isto''Meu império de sujeira''Eu vou desapontá-lo''Eu vou fazê-lo sofrer'_''Eu uso esta coroa de espinhos''Sobre meu trono de mentiras''Cheio de pensamentos quebrados''Os quais não posso consertar'_''Sob as manchas do tempo''Os sentimentos desaparecem''Você é outro alguém''Eu ainda estou bem aqui'_''O que eu me tornara''Meu mais doce amigo?''Todos que eu conheço''vão embora no final'-''E você poderia ter tudo isto''Meu império de sujeira''Eu vou desapontá-lo''Eu vou fazê-lo sofrer'_''Se eu pudesse recomeçar''Milhões de milhas daqui''Eu me manteria''Eu acharia um caminho.'-'Fé, Dias melhores virão!♥","2022-04-23
16:47:00",0.9049,positive,0.7,Yes,sadness
Powerful \m/,"2022-04-23
14:05:46",0.4215,positive,1.0,No,admiration
Jonny is the best all the way to the end.❤❤❤,"2022-04-23
10:37:13",0.9571,positive,0.3,Yes,neutral
"Esta va para mi tío una de las personas que mas ame y que hoy me hace falta , cada vez que hablaba el me hacia reír y siempre tenia un humor hermoso y hoy me queda su vos en mi recuerdo , te quiero tío nos volveremos a ver en algún momento","2022-04-23
03:59:16",0.2732,positive,0.0,No,excitement
Heard this song for the first time today. It was also the first time I actually wept uncontrollably in 24 years. The last time was when I knew my Grandmother was going to die.,"2022-04-23
03:32:26",-0.8555,negative,0.20833333333333331,Yes,neutral
"Total, absolute complete masterpiece.","2022-04-23
03:19:14",0.6557,positive,0.6833333333333332,No,neutral
Palmeiras não tem Mundial,"2022-04-23
02:41:38",0.0,neutral,0.0,No,neutral
This song made me cry just because of how good and beautiful it is. You are amazing Johnny,"2022-04-23
02:17:48",0.8176,positive,0.8333333333333334,No,admiration
This is exactly how I want to die.,"2022-04-22
23:25:52",-0.5574,negative,0.25,No,anger
"I love his cover of this song ♡♡♡'He's one of my 3 favourite artists, the other 2 being Bob Marley ' Eminem :)","2022-04-22
22:10:42",0.802,positive,0.6583333333333333,No,love
Probably the best video in the world. Especially if you know the back stories.,"2022-04-22
21:40:11",0.6369,positive,0.43333333333333335,Yes,admiration
gotta be one of the worst covers ever,"2022-04-22
15:59:50",-0.6249,negative,1.0,No,anger
Am crying Just love love,"2022-04-22
14:22:00",0.743,positive,0.6,No,anger
The first time i heard this song was on the movie The Hangover part 3 because of Mr. Chow,"2022-04-22
13:47:56",0.25,positive,0.3333333333333333,Yes,disappointment
"Love you, Johnnie. I pray we see each other in the Kingdom. May Our Lord Jesus Christ Exalt Us.","2022-04-22
12:52:10",0.7579,positive,0.4875,No,love
"Can’t believe he wrote this just for Rick ' Morty, so inspirational","2022-04-22
08:59:46",0.6418,positive,1.0,No,neutral
HOLY GHOST ADOPTED SON OF GOD. PRAISE GOD. HUSBANDMAN TELL THE BRIDE. WHO HEARS THE VOICE CALLING OUT FROM THE DESERT LOL.,"2022-04-22
08:23:52",0.8074,positive,0.7,No,amusement
I really do remember everything.,"2022-04-22
08:11:42",0.2,positive,0.2,No,neutral
This song is meant to be shared 🍆🐂🦋,"2022-04-22
05:19:09",0.34,positive,0.0,No,approval
Trent Reznor was so moved by this cover that when he saw the video he was in tears. Even went on to declare the song is no longer his…It’s remarkable when you think that Trent was in his 20’s when he wrote this song and when Cash sings the lyrics it 100% sounds like it was written by a man who was talking about the sadness/hurt/regret while at the end stage of his life. It was so fitting and so well done it’s hard to even consider this a cover. I can see why Trent said the song is no longer his.,"2022-04-22
04:59:58",0.1027,positive,0.5972222222222222,No,neutral
R.I.P Johnny never forgotten Legend,"2022-04-22
04:14:58",0.1695,positive,0.0,Yes,neutral
i love that lyric at 1.40 something,"2022-04-22
03:31:29",0.6369,positive,0.625,No,love
"I did not appreciate him nearly enough when he was alive, but in a way he's still here. His artistic contributions to the world will never die","2022-04-22
03:14:00",0.6586,positive,0.6333333333333333,Yes,admiration
"I never have time to cope. To cope with my losses, my near loss of my father, my now inevitable losing of my grandfather from his cancer, the drift apart of my oldest friends, my own struggles in life currently, it’s all so..  overwhelming. I can’t do anything about it. And most my family doesn’t understand. I stand alone. This allows some small moments to cope. If just for a few minutes.. I can find some comfort in my life of pain.","2022-04-22
03:07:42",-0.9217,negative,0.6,Yes,neutral
damn.,"2022-04-22
02:12:17",-0.4019,negative,0.0,No,neutral
Every stab of that piano is like a machete ripping into my soul,"2022-04-22
01:27:00",-0.3182,negative,0.0,Yes,love
God is singing this to all of you but through cash,"2022-04-22
01:26:23",0.1406,positive,0.0,No,curiosity
I say fuck system!,"2022-04-22
00:57:03",-0.5848,negative,0.6,Yes,anger
"We in Lithuania didnt had even a slight of what hes showing, my bos deserve that, but different system, different rules, we had no chance...","2022-04-22
00:55:59",-0.2755,negative,0.45555555555555555,No,approval
I just find it so random and amazing at the same time that a guy like Cash covered a NIN song.,"2022-04-21
23:16:02",0.7624,positive,0.5083333333333333,No,admiration
This is what I’ll play at my funeral when I inevitably kill myself.,"2022-04-21
23:05:14",-0.7003,negative,1.0,Yes,anger
Chorei ouvindo a tradução.,"2022-04-21
21:55:48",0.0,neutral,0.0,No,neutral
"His cover is special along with the music video. When he is pouring out the wine starring at the camera and saying 'my empire of dirt' is one of parts that sticks out to me and with the addition of the preceding lyrics shortly after. 'Its like even with all his fame and money in his 'glory days', what does he have to show for it. Some (many) regret maybe. His empire of dirt fades, but the Kingdom he soon is going to be part of is eternally glorious and unfading. He was a broken man who had many faults, like the rest of us, but in the very end, he is redeemed and made whole in Christ. None of us deserve it, yet Jesus gives it freely to those who ask and have faith.","2022-04-21
18:02:08",0.9294,positive,0.4714285714285714,Yes,admiration
Too last then. Oh,"2022-04-21
13:10:00",0.0,neutral,0.06666666666666667,Yes,neutral
Ever think that the needle is being euthanized? Only a few states allow that I guess... Hopefully God doesn't judge that too harshly,"2022-04-21
05:47:40",0.6908,positive,0.6,No,optimism
My absolute favorite Johnny Cash piece.,"2022-04-21
05:40:51",0.4588,positive,0.95,No,love
His eyes tell such a story,"2022-04-21
03:46:39",0.0,neutral,0.5,No,neutral
Rip😔,"2022-04-21
00:25:28",0.0772,positive,0.0,No,neutral
