Comment,Time,Polarity,Sentiment,Subjectivity,Offensive?,Emotion
"PROscriptive David? You sure you didn't mean PREscriptive/Descriptive?  You are poorly stealing lines from @Destiny now. I'm glad I unsubbed.  However 'I don't do dictionary' is your downfall @David Pakman Show.   You used to be integral, but have been infected by the woke cult and are now sliding into obscurity.  Definitions are all we have to hold society together, you post modern deconstructivist piece of $'!t.","2022-04-20
16:29:34",-0.686,negative,0.6952777777777778,Yes,admiration
"I actually did rewind the clip, and David was wrong. If you go back to 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m35s"">6:35' , Michael states that Marsha Blackburn asked for the definition of a woman and begins to list the ways in which ketanji may choose to answer the question based on how open it was.","2022-04-20
04:47:41",-0.4767,negative,0.375,Yes,disappointment
David has a lot of patience. I’m constantly amazed at the asinine issues Republicans get obsessed with. Michael wasted that whole interview over some nonsense.,"2022-04-20
01:24:19",-0.5267,negative,0.43333333333333335,Yes,anger
There is a legal definition of 'Woman'...,"2022-04-19
22:27:51",0.128,positive,0.2,No,neutral
"I have to wonder if David Pakman has a learning disability and is just not capable of challenging conversation, or is just dishonest. At around around seven minutes Pakman says, you said she asked for a legal definition now you back tracking. Knoles never said that, he did give a list of several ways the answer could have been given. At 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=7m20s"">7:20' packman is either that dishonest or as many times before he can't seem to process information in conversations to any real productive extent. The more I watch it feels like the former. But like Pakman I could be wrong.","2022-04-19
13:12:38",-0.6613,negative,0.4000000000000001,Yes,admiration
David got crapped on,"2022-04-18
14:20:51",0.0,neutral,0.0,No,neutral
You showed a very rude attitude and having non-arguments beyond insult after insult. Michael showed to much patience to a person like you.,"2022-04-18
13:16:22",-0.8122,negative,0.49,Yes,neutral
Can't define one of the most important words in human language but wants to do politics. Very progressive indeed.,"2022-04-18
02:44:46",0.1397,positive,0.4,No,neutral
she doesn't want to answer... that's it,"2022-04-17
22:27:10",-0.0572,negative,0.0,No,neutral
"If she can’t answer a simple question like that, it highlights how inefficient government is. I would have had more respect if she choose a side.","2022-04-17
17:38:09",0.7089,positive,0.4285714285714286,Yes,approval
At least he admits it didn’t go well for him,"2022-04-17
17:22:56",0.296,positive,0.4,No,neutral
Never seen packman get slayed like this. I enjoyed it.,"2022-04-16
23:38:06",0.7003,positive,0.7,No,realization
this guy so stupid ... its fun to watch this lamp light,"2022-04-16
19:23:21",-0.2654,negative,0.6333333333333333,Yes,amusement
Man David is a clown. Without definition there is no politics.,"2022-04-16
19:12:36",-0.296,negative,0.0,No,neutral
David is hostile.,"2022-04-16
14:29:18",-0.3818,negative,0.0,No,neutral
I like pakman and this disappointed me. He lost here,"2022-04-16
04:54:04",-0.5307,negative,0.75,No,love
Progressives have turned into clowns ever since 2016 turning this country red again,"2022-04-16
03:06:12",0.0,neutral,0.0,No,admiration
They’re so desperate to hold on to this argument because they have ZERO policy ideas,"2022-04-16
01:24:36",-0.6671,negative,1.0,Yes,neutral
Well Done Michael ' still leftists cannot define a woman!,"2022-04-15
22:15:48",0.3382,positive,0.0,No,neutral
"You did an amazing job shutting down the attempt of grandstanding.  The trumpublicans have no actual policy.  They will never really say any policy other than freedom, low taxes, and guns.. They have changed a lot since the 2000's Bush era Republican party where at least you can debate them.  Now it just seems like children throwing tantrums and trying to talk about the opponent not the policy.  It all reminds me of the movies Gladiator, when they say the way to keep the mob happy is give them blood.  They know this and make a show of everything. Thanks again.  Keep up the good work.  I have been thinking of starting up a channel.  Any tips?","2022-04-15
16:20:32",0.9509,positive,0.4058080808080808,Yes,admiration
"David you deep inside you , you got roasted here.","2022-04-15
14:56:54",0.0,neutral,0.4,Yes,approval
"🤣🤣🤣 'let's talk man to man' 🙃🙃😂 so we know what a man is, the mystery is what a woman is 🤣","2022-04-15
09:15:41",0.9403,positive,0.0,No,neutral
Michael looked genuinely confused as to why you were so combative when he was not.,"2022-04-15
06:11:39",-0.3182,negative,0.7,No,amusement
"David you came across like a crazy leftist.  If you were trying to sway people in the middle by going on a Right Wing show, you've failed spectacularly.","2022-04-15
06:08:41",-0.4939,negative,0.5392857142857143,Yes,neutral
"Not a fan of Knowles, but not a good look for Pakman here imo","2022-04-15
03:49:31",-0.5559,negative,0.6000000000000001,Yes,admiration
"If a woman can not be defined, who is the law referring to when it says women have the right to vote? Who are the progressives referring to when they fight for women’s body autonomy? Perhaps we should put on hold any rights protected for women until we can properly define what a woman is.","2022-04-15
03:26:37",0.168,positive,0.31785714285714284,No,approval
Who doesn’t know what a woman is? While being a woman. Completely bananas.,"2022-04-14
18:23:49",0.1,positive,0.4,No,neutral
"Sorry Pakman, I don't think it went well for you. You were rude and you misrepresented what he said by taking it out of context.","2022-04-14
18:17:23",-0.5106,negative,0.8,No,disapproval
Michael Knowles won David lost.,"2022-04-14
12:54:01",0.34,positive,0.0,No,neutral
If you don’t care about the definition and meaning of words you are not based in reality,"2022-04-14
12:49:20",0.4939,positive,0.0,No,annoyance
"'i dont want you to think im playing the game where we ask you to define things, so let me ask you to define something''Yep. Thats the rightwing.","2022-04-14
08:39:25",0.1476,positive,0.4,No,annoyance
What sort of deluded game are you playing,"2022-04-14
07:48:25",0.2023,positive,0.4,No,neutral
"It's funny how a woman who was nominated on the basis of her being a woman, doesn't know what a woman is","2022-04-14
07:46:15",0.4404,positive,1.0,No,amusement
Doesn't go well (for Pakman)'Why would he share this? Is he actually so disconnected from reality he considers this a win? 'That's embarrassing..,"2022-04-14
06:59:51",0.5803,positive,0.25,Yes,embarrassment
Knowles is a good host. He was a class act.,"2022-04-14
05:25:32",0.4404,positive,0.6000000000000001,No,admiration
"Knowles is such a hack.  Pakman was spot on.  Knowles is either dishonest or he's ignorant.  Considering he's able to get his own show, it's likely just dishonest.  He knows he's pushing bullshit and just doesn't care.  It's all about the $$$","2022-04-14
04:33:55",-0.9426,negative,0.6875,No,annoyance
We need people on the supreme Court that interpret the Constitution as written.,"2022-04-14
02:04:51",0.5574,positive,0.0,No,neutral
To be fair Michael is pretty sharp and comes across as a likeable person.,"2022-04-13
23:41:39",0.8176,positive,0.8833333333333333,Yes,approval
"Pakman, stop with the crap! Just being a real genuine person.","2022-04-13
23:28:00",-0.6239,negative,0.775,Yes,neutral
So.. a woman is a person that bears children and produce eggs?  I May be wrong but there are some women who can't do either are they still considered women or not?,"2022-04-13
22:38:59",-0.3421,negative,0.9,Yes,approval
"LOL ' i don't do dictionary defintions', words convey meaning. In order to confirm we are refering to the same meaning and move forward in a conversation, we all abide by the definitions of the words in the english language. The purpose would be to avoid utter chaos where no one can decide which idea is better than the other idea. Have you ever tried to talk to someone about a math problem where one person thinks the word 'five' equals 2 and 'six' equals 3 when deciding how many slices of pizza a customer wants? 'Welcome to pizza pizza, How can I help you?' 'I would like five slices please!' 'Thanks for your business! Here's 2 slices! Have a nice day!' '....wait, i ordered five slices'. Meanwhile utter chaos ensues over the word 'five' and the number 5.","2022-04-13
22:03:43",0.8447,positive,0.5333333333333333,Yes,amusement
Shut up lefti,"2022-04-13
18:43:56",0.0,neutral,0.0,No,anger
"That did not go as well as you thought bro. Also Appeal to Motive, really? Just answer the question.","2022-04-13
18:25:31",0.2,positive,0.2,No,neutral
"IMO, the right answer would have been 'It depends on the context.'","2022-04-13
17:14:48",0.2857142857142857,positive,0.5357142857142857,Yes,neutral
The fact that you think this makes you look good is hilarious.,"2022-04-13
15:11:27",0.6808,positive,0.8,Yes,amusement
"I'm darn good at debating (I'm a liberal by the way), but I'd hate to be on the opposite end of a debate from David. He's darn good at what he does.","2022-04-13
04:15:17",-0.0644,negative,0.525,Yes,admiration
I only liked this video cause I like Michael Knowles.,"2022-04-13
00:45:31",0.6486,positive,0.9,Yes,neutral
"As much as I dislike Michael's take on things, it is pretty basic to understand that the definition of woman has legal relevance. That fact that you ignored that reflects badly on you. In order to have a good faith discussion on your part, you have to acknowledge that certain definitions actually do have legal ramifications, and this happens to be a relevant one at the moment. You have to be able to recognize the question, and admit it is an issue that needs addressing, regardless of what your opinion on it is.","2022-04-13
00:17:56",0.7003,positive,0.47164502164502164,Yes,approval
I love that Jackson refused to define 'woman' and specifically said that she wasn't a biologist. That means she must adhere to a biologist's standard definition while she is on the court. She cannot state that she has the knowledge to make that decision without relying on experts who would provide a scientific definition from which she must decide any rulings on cases that come before the court.,"2022-04-12
17:24:06",0.4588,positive,0.3,Yes,curiosity
Mr Pakman thank you so much for making a spectacle of yourself on the daily wire. very entertaining! Hahaha I thoroughly enjoyed it.,"2022-04-12
17:08:54",0.9254,positive,0.442,Yes,gratitude
Does a dr go by weight and gender? I mean if a 250 pound man and a 250 pound woman have the same disease do they give you the same medicine based off of weight or muscle mass? Men have more muscle mass. I’ve never seen a 250 pound woman that was straight muscle but I have seen men 250 pounds straight muscle.,"2022-04-12
14:26:05",0.4871,positive,0.3729166666666666,No,anger
"Good grief. So, suddenly the left, progressives, whatever, have decided that they're going to upend everything that has been true since beginning of human history, because it furthers their loony agenda. The question is simple, simple, straightforward and honest....what is a woman? And these smug condescending liberals REFUSE to answer it. This guy David was just insufferable here!","2022-04-12
13:38:22",0.1677,positive,0.34880952380952385,Yes,curiosity
David is so dishonest in the way he misconstrues what Michael says,"2022-04-12
13:00:16",-0.6948,negative,0.5,Yes,neutral
"All these conservatives act like they don't have homosexuals and transsexuals in thier families, no empathy for people sad.","2022-04-12
01:38:41",-0.4215,negative,1.0,No,sadness
I remember when this guy was a progressive apologist still honest and tethered to reality. Guess his side went too far and he had to go full Disney to keep his audience lol,"2022-04-12
01:09:18",0.7269,positive,0.7875000000000001,No,amusement
"'I don't do definitions, I do politics'? I'm not even a conservative, but that was bad.","2022-04-12
00:18:51",-0.6956,negative,0.6666666666666666,No,neutral
OMG who the h-ll cares?!,"2022-04-11
22:21:29",0.5093,positive,0.0,No,surprise
Knowles doesnt have either. Hes smooth and hairless,"2022-04-11
22:16:02",0.4,positive,0.5,No,neutral
"Man, you know nothing about philosophy... and knowledge. Definition is the basis of the western way of thinking. If you do not have a shared understanding of the things we are discussing, there's no common ground to have a discussion.","2022-04-11
19:22:14",-0.5,negative,0.25,Yes,approval
"Can’t you just say that there are “men”, “women”, and “other”?'Men are born with penises and produce sperm at puberty, women are born with vaginas and produce eggs at puberty. Everything else is “other”.''Seems simple enough.","2022-04-11
18:17:12",-0.0625,negative,0.4017857142857143,No,disapproval
I can't believe how utterly brain dead some of the people in these comments are,"2022-04-11
17:48:42",-0.6786,negative,0.7,Yes,confusion
"David your ridiculous, your no where near as smart as you think you are.","2022-04-11
16:58:29",-0.25,negative,0.6809523809523809,No,neutral
I’m always intrigued by how the tone of the conversation is presented on the front end.  To try and position oneself as smarter and the other as dishonest or ignorant is not likely going to lead to a humble discussion around different points of views.,"2022-04-11
15:54:04",-0.4215,negative,0.575,Yes,anger
You are a joke! Definitions have never mattered in the courts? That is a lie! Leftists want all definitions to disappear. Mike gave specific points as to WHY a legal/philosophical definition matters in this case and this bozo two danced and emotion ed around providing a response. I want to watch him tap dance stour her pro pedo history!,"2022-04-11
14:39:10",0.4359,positive,0.125,Yes,amusement
Disappointed with Knowles to be honest.   He tried so hard to be polite that he ended coming across like a person star struck. He shld have roasted you.,"2022-04-11
13:59:47",-0.0429,neutral,0.7305555555555555,Yes,admiration
Was this an argument between basic reason and smugness? Michael has a valid point and I did rewind the tape and Michael never said what David claimed he did. David seems like he smells his own farts....,"2022-04-11
12:09:05",-0.34,negative,0.5625,Yes,annoyance
' I don't do definitions' that was a nice way of weaseling out of the question you could have just said no,"2022-04-11
11:44:55",0.1531,positive,1.0,Yes,admiration
"The entire interview was on a single word, and he was smiling big the whole time like a kid who stole a candy bar from a baby. that guy has problems.","2022-04-11
11:14:13",0.4215,positive,0.3348214285714286,No,neutral
How do they live with themselves being so cognitively dissonant. I'm starting to think it's not incompetence but malice at this point !!,"2022-04-11
08:49:24",0.3474,positive,0.3,Yes,neutral
"Wow, that guy’s actually serious!?","2022-04-11
07:19:17",0.5848,positive,0.8333333333333333,No,excitement
Legal definitions absolutely matter. If there were no legal definition of man or woman than there couldn’t be any laws tailored to them. There is a discernible difference between the two that for all of human history people were comfortable answering. If a man wants to transition to feel like a woman he has every right to. But in the eyes of the law he must be treated as a man.,"2022-04-11
05:26:32",0.4873,positive,0.40510204081632656,Yes,excitement
People like Pakman are the worst. They act and argue like absolute children. Always rude and smug when talking to those who have other viewpoints. And yet Michael is so respectful and stoic. Pakman Refuses to see other points of view. People who act like this hold themselves back mentally and intellectually. When they run out of logic they just resort to insults and disrespect.,"2022-04-11
05:20:44",-0.1365,negative,0.5055555555555556,Yes,neutral
Why is this gay progressive being recommended to me,"2022-04-11
03:20:53",0.2023,positive,0.5833333333333334,No,disapproval
"Damn, imagine getting owned in your own comments section. Oh wait, you don’t have to.","2022-04-11
03:09:00",-0.4019,negative,1.0,No,annoyance
"Kudos for appearing on the show, but refusing to define essential words is not a winning position.","2022-04-11
00:20:29",-0.7239,negative,0.525,No,confusion
This 'Michael' is such a stereptypical rightwing pundit it's not funny.,"2022-04-10
23:47:07",-0.3412,negative,0.75,No,amusement
"No, she's a moderate right-Centrist Democrat. And no, if she said that a woman was anyone who claimed they were, a majority of Americans would NOT disagree.","2022-04-10
23:39:58",0.2924,positive,0.7,Yes,neutral
Kaveba did not answer if he sexually assaulted the woman he assisted drunk .,"2022-04-10
20:24:08",-0.7003,negative,0.9166666666666667,No,anger
The klux Klan and Right wing supremacy and mysogeni is strong on this one,"2022-04-10
20:18:09",0.5423,positive,0.6345238095238095,No,neutral
Republicans and democrats are such a joke. You have to be a idiot to keep voting for the 2 parties that have destroyed this country.,"2022-04-10
20:00:30",-0.3818,negative,0.65,Yes,amusement
Lol David once again ignorant to his own shortcomings in this one. Daily Wire is having you on which is way more than I can say for these liberal outlets.,"2022-04-10
19:39:33",0.1779,positive,0.55,Yes,joy
David is quite smug and incapable of noticing when he's losing.,"2022-04-10
17:41:01",-0.5221,negative,0.0,No,neutral
Amazing self-own.''I don't do definitions' -&gt; 'I don't value conveying thoughts'''I do politics' -&gt; 'I engage in rhetoric',"2022-04-10
16:52:17",0.6327,positive,0.9,No,admiration
I actually did rewind and it turns out Michael did not say what this dummy keeps asserting he did and encouraging me to rewind.,"2022-04-10
16:11:57",0.5267,positive,0.1,Yes,neutral
'I don't do dictionary; I do politics.' 'I have a degree in poli sci (no one's perfect) where you're taught to define terms so you don't talk past each other.,"2022-04-10
15:18:05",0.5719,positive,0.5416666666666666,No,admiration
"Wow, I haven't seen someone make David Iook that intellectually dishonest since Destiny about the Rittenhouse trial.","2022-04-10
14:56:52",0.3612,positive,0.75,Yes,excitement
"Dictionary definitions don't count, especially when the left can change the definition at will.","2022-04-10
13:47:20",0.0,neutral,0.5,Yes,neutral
"This is why I don’t watch the David pakman show anymore. Leftist or progressives are smug, ACT too elite and use insults to make themselves feel like they win debates and it’s very is very off putting. Calling Michael Knowles ignorant or crazy right off the bat told me that pakman was going to lose this debate. And comparing Jesse lee Peterson to Michael Knowles is way off!","2022-04-10
12:39:24",-0.2942,negative,0.5651428571428572,Yes,confusion
"I was in a classical Socratic program in high school and one of the first things we were taught when it comes to dialogue/debate is to define your terms (ironically, dictionary definitions were expressly forbidden). Without definition, conversations absolutely cannot be had in good faith. I totally fail to see your point here David.","2022-04-10
12:39:04",-0.2247,negative,0.44555555555555554,Yes,annoyance
"Having pondered Marsha Blackburn's question for a while, I offer this definition of a woman: 'A person whose right it is to choose.' No dodgy gender pronouns, no problematic biological explanations, but a statement of power and equality.","2022-04-10
11:14:25",0.2584,positive,0.5357142857142857,No,admiration
How does a SCJ give an opinion on Roe v Wade without being able to define what is a woman?,"2022-04-10
09:56:52",0.5,positive,0.625,No,neutral
"Funny Now Russian Economy is getting better no thanks to Biden Stupidity and Democrats'Us dollar is beginning to be Useless thanks to Biden inflation 'And they Scream Republican As Fascist, when They are helping Communist Gaining power by their Present Actions","2022-04-10
09:51:13",-0.1793,negative,0.38750000000000007,No,gratitude
"Liberals are truly gone insane.   They can't no longer tell what is a woman or a Man ?  Truly,  frightening. Malcolm X had such a contempt for liberals. Especially, white liberals.","2022-04-10
06:39:44",-0.461,negative,0.625,Yes,neutral
"Men are not women, women are not men. No amount of hormone 'therapy' or plastic surgery aka mutilation will change that. Men don't bear children. Ground-truths that were true, are true and will be true.''Society has never been more narcissistic. There have always been crazy people out there, but social media, group-think and group-identity created a mind-virus that will eventually lead to physical conflict if it spreads. If nothing is true anymore, if people can't agree on the simplest things, then there is nothing to talk about anymore.''Nature is cruel. It has no interest in some individual's feelings. It's survival of the fittest. The environment has shaped and crystallized the most resilient attributes and roles in order to maximize survival probabilities. Men and women are different and that is ok. Sane people accept reality, whether they like it or not. Insane people pretend they can change what cannot be changed and try to force others to accept it. Not gonna happen.","2022-04-10
04:58:18",0.1007,positive,0.5863945578231292,Yes,annoyance
Yuck...this guy's disgusting.  Why did Michael give him any amount of time.  Worthless,"2022-04-10
04:37:08",-0.743,negative,0.95,No,disgust
He's right you guys aren't listening. There is not a legal definition of a gender and that's a culture war question nothing to do with she's qualified or not stupid,"2022-04-10
03:10:12",-0.3599,negative,0.5785714285714286,No,anger
Doesn't go well (for you),"2022-04-10
02:22:10",0.0,neutral,0.0,No,neutral
'a woman is someone who is not a man' so a cat is a woman...,"2022-04-10
02:01:33",0.0,neutral,0.0,No,neutral
"The absolute irony of a man who literally just said “I don’t do definitions” to avoid saying what a woman is only to say “we’re talking man to man” 30 seconds later…. So we can define man, but not woman? 🤨","2022-04-10
00:49:59",-0.1779,negative,0.95,No,amusement
"If someone asked me “do you have a video of Michael Knowles tea-bagging David Pakman?” I would say “no such video exists, however THIS video is about as close as you’re gonna get.”","2022-04-09
22:37:25",0.0,neutral,0.5,Yes,neutral
David isn't taking Micheal bull crap! The devil is in the details and David is pointing it out with incredible precision. Its amazing really.,"2022-04-09
21:49:34",-0.4987,negative,0.7000000000000001,No,admiration
"Sorry David, I went back and looked and Michael wasn’t backtracking","2022-04-09
20:48:29",-0.0772,negative,0.5,No,admiration
"2 problems with David's position. First, saying isn't there anything else to talk about when gender identity seems to be all liberal progressive's talk about seems a bit hypocritical. Second, when he accused Michael of saying something, then kept repeating 'go back and listen' ... turns out he didn't say it.","2022-04-09
20:26:20",-0.7845,negative,0.1111111111111111,Yes,disappointment
"If you cannot define what something is then you should not be talking about it. Rhetoric, sophistry, avoidance, and pandering is the only thing you will get with someone unable or unwilling to define a simple word.","2022-04-09
19:03:34",-0.4019,negative,0.6190476190476191,No,neutral
It seems many of David's fans are missing half their brain.,"2022-04-09
17:33:36",-0.296,negative,0.2388888888888889,Yes,neutral
'I don't do dictionary i do politics' How can you have a good faith political conversation when words have no definitive meaning? This seems like you don't ever want to come to any compromise or ever admit you are wrong when you can freely change what the words mean. Its also intellectual weak.,"2022-04-09
17:11:25",0.7768,positive,0.5875000000000001,Yes,approval
The problem with you guys platforming the right is you inadvertently make them seem reasonable.,"2022-04-09
15:58:00",-0.4019,negative,0.5678571428571428,No,neutral
AT ALL ENDS PEOPLE ARE FREE TO MAKE UP THEIR OWN MINDS  NOT BECAUSE OF THE BIBLE OR THE CONSTITUTION OR ANY PIECE OF PAPER WRITEN BY WHITE PEOPLE  OR A FASCIST AMERICAN COLONIAL COURT  PEOPLE WILL LIVE AS THEY CHOOSE NOT AS A COLONIAL EUROPEAN DICTATES !!!!!!!!!!!!!!!!!!!!!,"2022-04-09
15:06:14",-0.3544,negative,0.3833333333333333,No,neutral
“There is no legal definition of woman”……hahahahahahha omfg you troll.,"2022-04-09
14:38:16",-0.0951,negative,0.2,No,neutral
I don't think the law exists outside of words...it's not pure mathematics. Asserting new definitions of key words amidst legal interpretation without disclosing how you are redefining those words would quickly lead to incoherent deadlocks.,"2022-04-09
14:19:51",0.128,positive,0.41017316017316025,Yes,neutral
A woman is an adult human female with XX chromosomes from birth. Plain and simple.,"2022-04-09
13:57:33",-0.022857142857142854,neutral,0.2561904761904762,No,disapproval
"Holy crap David. Listen to 'https://www.youtube.com/watch?v=dwOSlwtyA_M't=6m36s"">6:36' again, with your ears open please. Michael was listing all of the different types of perspectives that would have been accepted. He was not saying she was asked to give all of those perspectives. You are a native English speaker, correct? Start acting like it. And next time in a real-time conversation, be willing to accept clarifications without assuming malice. Misphrasings happen. Misunderstandings happen. Especially in real-time conversations.","2022-04-09
12:41:34",0.7096,positive,0.45625,Yes,curiosity
"@'https://www.youtube.com/watch?v=dwOSlwtyA_M't=9m32s"">9:32'  David’s look of victory :) nice job on the win here. Definitely a point","2022-04-09
11:30:33",0.9062,positive,0.725,No,admiration
David is an insufferable D-Hole.''He must believe he's the smartest person in any crowd.,"2022-04-09
10:38:17",0.6124,positive,0.0,No,neutral
'EVERYONE' DO NOT SIT AROUND GETTING IN OTHER FOLKS BUSINESS or Sit Around THINKING OF OTHER FOLKS PRIVATE PARTS!  WHAT BUSINESS IS THIS TO 'ANYONE' IN THE FIRST PLACE?? Worry About YOUR OWN and BE A GOOD NEIGHBOR!!! NOT A BUSY BODY GOSSIP!!,"2022-04-09
10:31:57",-0.4986,negative,0.4797619047619047,No,admiration
Neither one of these 'Men' even asked 'Why do 'women' NEED to have laws for protection or 'HAVE A DEFINITION'  in the first place?:,"2022-04-09
10:27:51",0.25,positive,0.3333333333333333,No,neutral
I am wondering why the guy did not ask a 'Woman' Progressive to answer his so important question concerning ''What is a woman'.,"2022-04-09
10:25:17",0.3327,positive,1.0,No,neutral
"Bad luck, at least you were brave enough to go on the show. I think if you come up with a definition people will be more likely to listen.","2022-04-09
09:36:24",0.4404,positive,0.6777777777777777,Yes,disappointment
"You shouldn’t define those silly words. No, language only helps shape our politics, our education, and our general way of life. We don’t need any pesky definitions around here. Words are just whatever you want. There’s no objective meaning, and no objective truth. ''If this is your argument, you have lost.","2022-04-09
06:34:22",-0.8106,negative,0.515,No,curiosity
Wow you actually out this up on your channel? You look like a complete fool. Especially the “man to man” comment. You can’t even define what that even means,"2022-04-09
06:30:37",0.5267,positive,0.625,No,excitement
"Gotta love the condescending self-centred tone people use when they shut off any openness to a different opinion. Micheal displayed a willingness to agree with some of your points, and yet you refuse to even concede on the most basic fundamental points. (like that the law has to have a legal definition for a woman)","2022-04-09
06:02:27",0.9001,positive,0.40499999999999997,Yes,admiration
"definitions do matter but asking someone to define words purely in bad faith is not how you start a productive dialogue. I understand where Pakman is coming from, why bite the hook? Whats the point of trying to define something clearly no one agrees on. Clearly there is not a (as the right would love it) set in stone description of the word woman. Until then, if ever, its just terrible bad faith right wing politics.","2022-04-09
05:22:27",0.457,positive,0.5964285714285714,Yes,curiosity
"If you don't understand the working definition of the words being used, you can't have a real conversation. Dictionaries are descriptive, as in that it expands over time based on how people talk, and it is prescriptive because people who don't know what the word is look it up and use the definition that is prescribed to them. And this title only makes sense if you're extremely arrogant and are a bad faith actor. Knowles is an idiot but he was perfectly cordial and there is no reason to think he was acting in bad faith.","2022-04-09
05:20:02",-0.1522,negative,0.6791666666666667,Yes,annoyance
I did rewind and he definitely misheard or misunderstood Michael. Maybe I need to watch more from this guy but he came off as a condescending prick,"2022-04-09
04:56:52",-0.4497,negative,0.5,No,neutral
"Never really knew about Pakman before this clip. That said, if this video is an example of how he typically conducts himself, not only is he hard of hearing, but wow, the smuggery is just unbearable.","2022-04-09
04:08:06",0.7184,positive,0.6483333333333333,Yes,surprise
"Big fan of the pack man, but this was embarrassing for him.","2022-04-09
02:52:14",-0.4118,negative,0.1,Yes,embarrassment
The single most healing change in our politics would be for everyone to STOP thinking they are an expert in figuring out when others are acting 'in bad faith.',"2022-04-09
02:23:08",-0.5622,negative,0.34523809523809523,Yes,desire
"I truly hope Pakman and his ilk continue to shoot themselves in the foot by uploading videos they think make them look good. Michael came with an intention to talk, while David remained participating in bad faith. This was a waste.","2022-04-09
00:47:52",0.4215,positive,0.4222222222222222,Yes,confusion
You lefties know this bs is wrong. Thats why you need to hide news and distort words,"2022-04-09
00:40:47",-0.7269,negative,0.9,Yes,curiosity
What does the [It Doesn't Go Well] tag supposed to mean at the end of these video titles? My assumption is he's attempting to paint the right as unreasonably tribal and dogmatic? What exactly about this conversation with Michael Knowles did not go well?,"2022-04-09
00:15:05",-0.4885,negative,0.49107142857142855,No,neutral
